monthly_charges,total_charges,contract_type,tenure,tech_support,churn
70.39,985.46,two year,71,yes,no
92.4,5266.8,month-to-month,18,no,yes
75.41,4298.37,two year,69,yes,yes
116.82,2453.22,two year,4,yes,no
,3246.01,month-to-month,28,yes,yes
36.43,1857.93,month-to-month,34,yes,no
50.13,3458.97,one year,36,no,no
45.22,949.62,month-to-month,21,yes,no
41.24,701.08,one year,52,no,no
116.55,5944.05,two year,8,yes,no
49.33,1677.22,month-to-month,33,yes,no
56.46,,two year,56,yes,no
69.89,2376.26,month-to-month,32,yes,no
118.73,1899.68,two year,70,no,no
79.36,2618.88,two year,42,no,yes
67,4154,one year,26,yes,no
68.3,3961.4,one year,20,yes,yes
115.06,7133.72,,48,no,yes
66.05,3830.9,one year,67,no,no
48.35,967,two year,36,no,yes
40.43,1010.75,two year,6,yes,no
81.77,2616.64,month-to-month,44,yes,yes
86.47,5707.02,two year,31,yes,yes
79.45,953.4,one year,30,no,no
86.65,2686.15,month-to-month,66,no,yes
64.08,4549.68,two year,15,no,yes
29.16,1662.12,month-to-month,69,yes,no
41.94,2390.58,month-to-month,47,yes,no
114.08,6616.64,two year,48,no,no
91.6,5221.2,month-to-month,52,yes,no
99.76,2294.48,month-to-month,68,no,no
102.82,6066.38,month-to-month,70,yes,no
111.48,2118.12,month-to-month,60,no,no
42.65,2729.6,month-to-month,62,yes,yes
112.13,5045.85,month-to-month,58,no,no
74.46,1935.96,month-to-month,36,yes,no
,677.35,month-to-month,39,yes,no
40.48,404.8,month-to-month,36,yes,yes
112.97,5874.44,one year,5,yes,no
91.81,3488.78,month-to-month,34,yes,no
109.03,7523.07,month-to-month,58,no,no
69.18,3459,two year,10,no,no
79.61,4139.72,month-to-month,42,no,no
41.87,1004.88,one year,46,yes,no
91.58,5403.22,one year,47,no,no
56.22,337.32,two year,34,no,no
105.24,6419.64,month-to-month,19,no,no
42.27,634.05,,44,no,no
67.92,4143.12,one year,66,yes,no
68.88,2961.84,one year,10,no,yes
63.03,3655.74,one year,32,no,no
67.45,1753.7,one year,62,no,no
77.12,2467.84,one year,45,no,no
56.77,2441.11,one year,7,no,no
37.11,148.44,two year,29,yes,yes
,1556.85,month-to-month,52,yes,yes
94.35,3774,two year,41,no,no
96.22,2020.62,month-to-month,47,no,no
24.39,1634.13,one year,2,yes,no
24.98,1249,month-to-month,4,,yes
30.97,929.1,one year,14,yes,yes
30.44,334.84,one year,13,no,no
38.56,1889.44,month-to-month,12,yes,yes
109.4,984.6,two year,8,yes,no
65.83,1843.24,month-to-month,19,no,no
81.06,972.72,two year,64,,no
98.33,6293.12,two year,27,yes,no
97.7,5568.9,one year,16,yes,no
27.79,1167.18,month-to-month,26,yes,yes
35.29,317.61,one year,41,,no
36.57,1499.37,one year,41,no,no
25.23,1236.27,one year,58,,no
72.97,510.79,month-to-month,3,yes,no
83.44,3504.48,two year,56,no,no
,1654.9,month-to-month,63,yes,yes
59.76,4183.2,month-to-month,72,no,no
102.54,2050.8,month-to-month,13,yes,no
62.91,2516.4,month-to-month,19,yes,yes
71.8,3733.6,two year,43,yes,no
107.67,3014.76,one year,58,no,yes
97.68,4493.28,two year,40,no,yes
44.67,2546.19,,30,yes,yes
107.1,2570.4,month-to-month,24,no,no
115.07,690.42,month-to-month,36,yes,yes
43.48,260.88,one year,34,no,no
107.77,7436.13,two year,49,no,no
111.24,2558.52,month-to-month,39,no,yes
92.11,2763.3,month-to-month,45,yes,no
70.06,1261.08,two year,33,no,no
60.29,4160.01,one year,35,no,yes
71.68,573.44,two year,24,no,no
80.32,5461.76,month-to-month,47,yes,no
29.12,611.52,two year,10,yes,yes
24.22,363.3,one year,22,yes,no
92.28,2030.16,two year,62,no,no
95.45,954.5,month-to-month,36,no,no
23.99,575.76,two year,25,yes,no
36.89,110.67,two year,25,yes,no
84.57,1860.54,one year,48,no,no
66.85,3476.2,month-to-month,59,no,no
78.48,5572.08,,38,,no
96.9,1259.7,month-to-month,36,yes,yes
106.33,956.97,month-to-month,12,yes,no
50.12,701.68,two year,62,no,no
92.7,3986.1,two year,11,yes,yes
116.79,4788.39,month-to-month,54,yes,no
73.24,4101.44,one year,24,no,no
110.99,6215.44,one year,71,no,no
54.85,767.9,month-to-month,1,no,no
107,7490,one year,54,no,no
42.81,1369.92,month-to-month,49,no,no
63.47,3998.61,,53,no,no
28.56,1199.52,two year,68,no,yes
81.5,3749,two year,17,,yes
25.95,1608.9,month-to-month,16,yes,yes
76.05,3042,one year,10,no,yes
29.67,1008.78,one year,14,no,no
84.88,2376.64,one year,41,no,no
59.37,1721.73,,59,no,yes
104.49,1462.86,,40,no,no
33.17,1326.8,month-to-month,56,,yes
62.09,4222.12,month-to-month,10,no,no
25.82,1006.98,one year,23,no,no
55.16,2151.24,one year,58,no,no
39.11,1173.3,one year,10,no,no
117.85,117.85,two year,64,no,no
20.7,310.5,two year,63,,no
26.53,795.9,month-to-month,72,yes,no
56.68,1643.72,one year,48,yes,yes
32,1952,one year,12,no,no
73.87,960.31,month-to-month,16,yes,no
70.97,4187.23,two year,9,no,yes
81.15,1054.95,two year,24,,no
38.99,1520.61,one year,37,yes,no
83.76,2010.24,month-to-month,46,,no
100.88,4337.84,month-to-month,18,no,yes
102.96,3912.48,month-to-month,57,,no
47.52,237.6,month-to-month,59,no,yes
116.81,7008.6,month-to-month,8,yes,no
76.51,4131.54,one year,7,yes,no
96.94,3877.6,month-to-month,63,yes,yes
117.9,6720.3,two year,39,yes,no
21.8,1177.2,two year,36,no,no
91.78,3946.54,month-to-month,23,no,no
26.9,887.7,,17,no,no
119.77,6467.58,month-to-month,18,yes,yes
92.72,2503.44,month-to-month,5,no,no
100.68,3825.84,two year,3,yes,yes
75.73,2044.71,month-to-month,11,yes,no
63.66,3819.6,month-to-month,60,no,no
30.8,739.2,month-to-month,56,,yes
71.36,3282.56,two year,22,yes,yes
101.29,5874.82,month-to-month,72,yes,no
53.56,3374.28,one year,43,no,no
113.23,4755.66,month-to-month,56,no,yes
62.12,4224.16,month-to-month,32,yes,no
62.91,880.74,one year,56,yes,no
,1510.08,month-to-month,11,no,yes
45.22,452.2,month-to-month,29,no,no
49.8,1593.6,two year,18,no,no
66.23,4304.95,two year,12,no,no
47.1,1413,,40,no,no
119.7,5266.8,one year,45,yes,no
44.13,1014.99,two year,70,no,yes
116.36,2327.2,month-to-month,61,yes,no
29.46,500.82,two year,41,no,no
99.29,1588.64,two year,34,,no
109.21,7535.49,month-to-month,52,,no
102.97,3192.07,,12,yes,no
44.54,1915.22,two year,57,yes,no
59.8,4245.8,two year,11,yes,yes
70.45,2395.3,month-to-month,33,yes,yes
99.4,695.8,month-to-month,46,no,no
27.42,274.2,two year,52,yes,yes
110.53,1105.3,two year,27,yes,yes
113.66,795.62,month-to-month,72,yes,no
92.87,6129.42,,22,no,no
80.38,3215.2,month-to-month,17,yes,no
37.35,1157.85,one year,4,yes,no
59.77,2510.34,two year,46,yes,yes
73.3,1685.9,two year,42,yes,no
32.88,558.96,one year,33,no,no
117.01,5616.48,month-to-month,26,no,no
94.76,5969.88,one year,2,no,no
107.66,4737.04,one year,13,no,no
116.83,,,67,no,no
106.6,3304.6,month-to-month,30,yes,yes
107.59,968.31,one year,31,no,no
47.04,235.2,month-to-month,71,no,no
63.03,3088.47,month-to-month,32,no,no
32.03,1825.71,one year,54,yes,yes
115.15,5412.05,two year,32,yes,yes
31.94,2012.22,one year,51,yes,no
36.68,1247.12,one year,13,no,no
51.37,1952.06,two year,32,yes,no
29.04,29.04,one year,12,no,yes
93.79,5533.61,month-to-month,68,no,no
68.21,4433.65,month-to-month,60,no,no
112.33,3032.91,month-to-month,23,no,yes
88.91,4356.59,month-to-month,49,yes,no
54.3,1140.3,one year,68,no,yes
93.55,,one year,37,yes,yes
77.7,4584.3,one year,66,yes,no
79.38,3730.86,two year,40,no,no
35.39,601.63,month-to-month,52,yes,no
80.19,721.71,one year,31,yes,no
20.11,341.87,one year,26,yes,yes
31.54,94.62,month-to-month,8,yes,no
24.21,1041.03,month-to-month,13,yes,yes
118.1,6023.1,month-to-month,1,,no
101.24,4657.04,month-to-month,63,no,no
29.77,,month-to-month,70,,no
22.52,1508.84,month-to-month,13,yes,no
47.06,3153.02,month-to-month,70,yes,yes
68.9,620.1,month-to-month,66,no,no
65.03,2276.05,two year,68,yes,no
84.94,1698.8,two year,10,yes,yes
107.48,3116.92,month-to-month,2,no,yes
25.76,901.6,two year,63,yes,no
76.57,3369.08,month-to-month,19,yes,no
27.7,1689.7,one year,46,yes,no
74.13,1853.25,month-to-month,20,no,no
74.66,1418.54,one year,59,yes,no
20.74,207.4,two year,63,no,no
45.5,1774.5,two year,7,no,no
84.96,509.76,two year,46,yes,yes
47.47,2231.09,month-to-month,4,no,no
40.06,2603.9,two year,6,yes,yes
116.8,1284.8,month-to-month,63,no,no
108.52,6728.24,month-to-month,71,yes,no
96.62,2318.88,month-to-month,45,yes,no
66.9,1471.8,month-to-month,32,no,yes
80.51,885.61,two year,56,no,no
,2938.68,month-to-month,12,no,yes
92.96,4648,one year,21,,no
96.61,3188.13,month-to-month,42,,no
25.28,1668.48,two year,27,yes,yes
80.67,3468.81,month-to-month,37,no,no
107.36,6656.32,two year,56,,no
101.87,1731.79,,67,no,no
38.92,1673.56,one year,48,no,no
57.99,3363.42,month-to-month,47,yes,no
102.47,4713.62,month-to-month,21,no,no
62.61,2817.45,month-to-month,37,no,no
45.21,2079.66,one year,56,no,no
80.11,4245.83,one year,14,yes,no
78.8,5437.2,two year,16,yes,no
53.88,592.68,month-to-month,69,yes,yes
82.59,165.18,one year,45,,yes
63.69,3057.12,one year,65,yes,yes
71.04,2983.68,one year,72,no,no
25.81,1135.64,month-to-month,19,yes,no
77.55,4885.65,two year,34,yes,no
112.26,7409.16,month-to-month,17,,no
58.65,1642.2,two year,4,yes,yes
49.4,1482,month-to-month,28,yes,yes
61.94,1672.38,month-to-month,18,yes,no
36.27,72.54,one year,59,yes,no
41.35,1654,month-to-month,48,yes,no
86.19,2068.56,month-to-month,68,no,no
40.45,2629.25,one year,50,yes,yes
61.77,1111.86,one year,24,no,no
60.09,3905.85,one year,54,no,no
91.11,2642.19,month-to-month,44,yes,no
49.79,1692.86,one year,61,no,yes
52.94,158.82,two year,47,no,yes
52.43,157.29,month-to-month,19,yes,no
68.35,3622.55,month-to-month,54,,yes
55.81,948.77,two year,39,,no
40.75,489,one year,42,yes,no
111.51,2787.75,month-to-month,72,,yes
104.85,4508.55,month-to-month,63,yes,no
68.79,894.27,month-to-month,11,no,no
32.89,,one year,48,no,no
,443.3,month-to-month,22,no,yes
79.63,2388.9,two year,40,yes,no
113.24,4642.84,month-to-month,16,no,no
45.1,2029.5,one year,17,yes,no
,40.35,month-to-month,54,yes,no
57.95,695.4,one year,1,yes,yes
42.89,1115.14,one year,48,no,no
41.15,823,two year,20,no,no
111.23,4115.51,two year,27,,yes
115.55,6701.9,month-to-month,22,yes,no
28.87,664.01,month-to-month,7,,yes
73.13,3875.89,one year,27,yes,yes
112.58,6642.22,month-to-month,6,no,yes
92.65,3428.05,one year,56,no,no
,251.3,month-to-month,68,yes,no
69.58,3618.16,month-to-month,5,no,no
40.7,732.6,,45,no,yes
77.34,4253.7,month-to-month,61,no,no
119.01,4522.38,month-to-month,67,yes,yes
114.61,4469.79,two year,7,no,no
119.03,5951.5,month-to-month,70,,yes
85.82,3003.7,month-to-month,53,no,no
87.91,3252.67,month-to-month,71,yes,no
26.24,341.12,one year,9,no,no
88.3,3178.8,month-to-month,58,,yes
,,two year,24,no,yes
84.29,4383.08,one year,52,no,yes
29.1,58.2,one year,69,no,yes
86.68,2600.4,month-to-month,18,yes,no
61.93,3220.36,one year,2,yes,no
101.67,3355.11,two year,30,no,no
48.57,922.83,month-to-month,20,yes,no
71.4,2856,month-to-month,72,no,no
48.84,683.76,,9,,no
96.54,3185.82,one year,12,yes,no
80.49,3944.01,month-to-month,29,no,yes
78.31,939.72,month-to-month,68,no,yes
28.89,1213.38,month-to-month,41,yes,no
74.45,967.85,two year,47,,yes
46.86,3280.2,,45,,no
61.96,3965.44,one year,35,no,no
109.86,1098.6,month-to-month,8,,no
101.84,5703.04,month-to-month,45,no,no
117.58,6584.48,two year,13,no,no
113.4,3515.4,,47,no,no
56.72,,two year,24,no,no
82.27,1809.94,one year,37,yes,no
119.74,8501.54,two year,43,no,no
42.67,2688.21,one year,40,yes,no
,307.72,month-to-month,39,yes,yes
114.59,1031.31,month-to-month,21,yes,yes
84.78,3560.76,one year,65,,yes
95.46,3436.56,month-to-month,15,,no
109.09,6654.49,month-to-month,57,no,no
117.01,2223.19,one year,35,no,no
54.21,2439.45,month-to-month,62,no,yes
91.41,2833.71,one year,67,yes,no
54.61,1911.35,month-to-month,13,yes,no
101.78,1017.8,two year,10,yes,no
51.03,3521.07,,65,yes,no
70.22,421.32,month-to-month,6,no,yes
104.84,7129.12,one year,34,,no
32.71,2028.02,one year,52,no,yes
74.24,3934.72,two year,36,no,no
29.99,1349.55,one year,49,yes,no
66.37,3384.87,one year,43,no,no
55.95,335.7,month-to-month,34,yes,no
74.48,1936.48,one year,7,no,yes
43.44,1259.76,month-to-month,24,yes,no
46.57,1257.39,month-to-month,25,,no
87.4,524.4,two year,28,yes,no
67.23,3227.04,month-to-month,46,yes,yes
112.08,6948.96,one year,20,yes,yes
98.04,3333.36,two year,64,no,no
28.54,770.58,one year,67,yes,no
25.86,1086.12,month-to-month,33,yes,yes
,1130.35,one year,2,no,no
88.59,2480.52,,52,,no
86.76,3296.88,one year,49,yes,yes
90.4,1808,,8,,no
109.62,6357.96,month-to-month,47,no,no
64.86,3697.02,one year,15,yes,no
39.67,1388.45,two year,16,yes,no
114.78,1262.58,one year,57,yes,no
58.28,2098.08,two year,64,,yes
65.55,655.5,one year,55,,no
63.03,1260.6,month-to-month,44,,no
52.78,3747.38,one year,15,,no
59.27,3496.93,one year,39,no,yes
104.63,7428.73,one year,59,yes,no
38,2546,one year,65,yes,no
95.37,5149.98,month-to-month,27,yes,no
98.93,4253.99,,44,yes,yes
55.55,999.9,month-to-month,63,,no
78.02,3822.98,two year,44,,no
31,1612,month-to-month,28,,yes
56.3,3546.9,two year,16,yes,no
97,6693,one year,34,yes,yes
99.16,7040.36,two year,50,no,no
40.58,2394.22,month-to-month,22,no,yes
34.43,998.47,month-to-month,1,yes,no
39.92,2514.96,two year,14,yes,no
55.86,2960.58,month-to-month,65,no,no
90.27,270.81,month-to-month,29,yes,yes
85.85,4464.2,month-to-month,31,no,no
56.91,2048.76,one year,18,yes,no
46.89,93.78,month-to-month,38,yes,yes
39.12,312.96,month-to-month,23,no,no
34.69,1803.88,month-to-month,28,no,no
53.37,1494.36,month-to-month,66,no,no
33.7,168.5,one year,47,no,no
30.45,1644.3,one year,43,no,no
80.03,5602.1,one year,21,yes,no
98.29,4029.89,month-to-month,60,no,no
88.91,444.55,month-to-month,7,no,yes
89.57,2328.82,two year,27,yes,no
119.69,2513.49,two year,7,yes,no
90.22,4059.9,month-to-month,65,no,no
30.61,1438.67,month-to-month,61,no,no
115.68,231.36,month-to-month,47,yes,yes
46.35,139.05,month-to-month,61,yes,no
84.96,2293.92,two year,50,yes,no
73.16,146.32,one year,32,no,yes
69.22,2353.48,one year,4,no,no
50.51,1818.36,one year,8,yes,yes
56.01,168.03,month-to-month,14,no,no
91.63,2474.01,month-to-month,68,no,no
21.47,880.27,one year,62,no,yes
66.03,1188.54,two year,10,no,no
110.95,7544.6,month-to-month,22,yes,no
35.83,394.13,one year,30,yes,no
53.65,2789.8,one year,62,no,yes
64.15,,two year,1,yes,no
23.47,375.52,one year,24,yes,yes
108.77,543.85,one year,12,yes,no
40.03,840.63,month-to-month,14,yes,no
61.77,3644.43,month-to-month,29,no,yes
26.42,1479.52,one year,24,no,yes
57.17,1772.27,two year,10,,no
28.86,1154.4,one year,48,yes,yes
57.32,343.92,month-to-month,31,yes,no
84.83,3308.37,one year,43,no,no
40.44,2466.84,month-to-month,30,,no
73.66,5008.88,month-to-month,24,yes,no
95.64,4303.8,month-to-month,16,no,no
87.77,351.08,one year,44,yes,yes
58.55,2224.9,month-to-month,27,yes,no
93.71,3748.4,month-to-month,5,yes,no
65.63,3740.91,month-to-month,51,no,no
115.06,1725.9,two year,18,yes,yes
94.93,6170.45,,20,no,no
22.5,1125,two year,17,yes,yes
62.52,2813.4,month-to-month,39,no,yes
62.75,251,one year,71,,yes
41.04,2503.44,month-to-month,45,yes,no
111.51,5352.48,one year,63,no,no
87.35,5765.1,one year,7,yes,yes
106.47,7346.43,one year,16,no,no
59.42,1247.82,two year,7,,yes
34.44,1377.6,two year,19,no,no
112.53,6076.62,one year,10,no,no
91.63,1374.45,month-to-month,31,,yes
25.86,646.5,month-to-month,32,yes,yes
51.06,,two year,26,yes,no
109.51,1204.61,two year,26,no,yes
95.9,767.2,one year,23,no,yes
75.91,303.64,month-to-month,54,yes,no
114.13,4451.07,two year,71,yes,no
102.89,823.12,,56,yes,no
52.94,1588.2,month-to-month,58,yes,yes
65.53,655.3,two year,51,yes,yes
61.87,928.05,one year,58,yes,yes
,77.09,month-to-month,64,,no
111.55,223.1,two year,34,yes,no
107.39,536.95,month-to-month,7,no,no
39.75,477,two year,61,yes,yes
85.49,5214.89,two year,58,yes,no
35.6,,month-to-month,8,yes,yes
89.25,4194.75,month-to-month,69,no,no
94.18,4709,one year,72,no,no
80.33,5301.78,two year,2,yes,no
32.76,1900.08,month-to-month,12,yes,yes
20.86,312.9,two year,66,yes,no
,5461.92,two year,68,yes,no
101.19,4047.6,,44,no,no
53.08,2176.28,one year,69,no,no
25.47,1502.73,two year,4,yes,no
54.81,3343.41,two year,49,no,no
68.02,952.28,two year,30,no,no
63.09,3722.31,month-to-month,41,,no
44.63,1472.79,month-to-month,1,yes,no
112.86,1805.76,two year,45,yes,no
24.88,1716.72,two year,8,no,yes
34.71,2221.44,month-to-month,54,no,yes
45.7,2650.6,one year,1,yes,no
36.91,,month-to-month,21,yes,no
73.46,4040.3,one year,39,yes,no
69.26,2631.88,two year,22,,yes
70.87,2763.93,one year,6,no,yes
39.34,2006.34,two year,15,,no
26.41,1082.81,month-to-month,36,yes,no
89.24,803.16,two year,70,no,yes
85.61,1198.54,month-to-month,55,yes,no
71.56,4722.96,two year,29,yes,no
59.48,2914.52,month-to-month,64,yes,no
42.04,1639.56,month-to-month,57,yes,yes
59.19,1657.32,month-to-month,53,yes,no
57.43,2699.21,month-to-month,8,yes,no
41.08,2054,month-to-month,10,yes,no
23.69,94.76,two year,9,yes,yes
71.63,3939.65,two year,66,no,no
69.53,2016.37,one year,44,,no
85.45,512.7,month-to-month,70,no,no
89.68,3766.56,one year,34,no,no
,2230.77,month-to-month,1,no,yes
80.11,3845.28,month-to-month,22,,yes
74.69,74.69,two year,65,no,no
27.46,549.2,month-to-month,8,no,yes
69.35,2635.3,two year,27,yes,yes
85.22,5624.52,two year,24,yes,no
43.45,173.8,two year,6,yes,no
55.22,2540.12,one year,21,no,no
105.03,2940.84,,7,no,yes
74,2886,one year,9,yes,no
27.87,1254.15,two year,65,yes,no
67.66,135.32,two year,51,yes,no
58.8,1881.6,two year,57,yes,yes
70.44,422.64,two year,63,yes,no
71.95,2590.2,one year,49,no,yes
113.69,6366.64,,34,yes,no
92.34,5171.04,two year,37,yes,yes
20.37,590.73,two year,53,yes,no
63,4221,two year,12,yes,no
39.48,1658.16,one year,32,,yes
84.39,4557.06,one year,43,yes,no
75.51,5210.19,one year,9,no,no
20.09,1346.03,one year,59,,no
117.3,5747.7,month-to-month,43,no,yes
94.17,4331.82,one year,39,no,yes
107.3,2360.6,month-to-month,69,no,no
53.87,1454.49,month-to-month,50,yes,no
110.13,3414.03,month-to-month,27,,no
93.79,1594.43,month-to-month,20,no,no
69.67,2508.12,two year,36,no,yes
103.94,3637.9,one year,26,yes,no
110.76,4762.68,two year,11,yes,no
32.04,128.16,month-to-month,20,no,no
115.09,6560.13,month-to-month,63,no,no
86.25,3018.75,one year,43,no,no
53.25,1171.5,two year,11,yes,no
108.78,7614.6,two year,43,yes,yes
95.66,2295.84,month-to-month,19,no,yes
43.9,2546.2,two year,70,no,no
36.25,580,one year,2,no,no
104.03,4369.26,month-to-month,1,no,no
113.4,4762.8,two year,37,no,no
100.64,3220.48,month-to-month,37,yes,no
116.23,8019.87,one year,12,no,no
46.92,563.04,month-to-month,57,no,no
22.13,686.03,month-to-month,56,yes,yes
60.3,1266.3,one year,65,yes,yes
52.39,3667.3,one year,22,no,no
38.58,308.64,month-to-month,26,no,no
28.24,1609.68,month-to-month,23,no,yes
28.77,489.09,one year,41,yes,no
32.02,1601,month-to-month,43,yes,yes
102.55,,one year,34,no,yes
57.05,513.45,two year,49,no,no
71.39,2070.31,month-to-month,70,yes,no
,,one year,38,yes,yes
117.84,5656.32,two year,14,,no
34.64,588.88,month-to-month,71,yes,no
38.74,1975.74,one year,13,no,no
90.12,2253,two year,9,no,yes
47.97,1918.8,month-to-month,25,no,no
114.09,3764.97,one year,47,yes,no
106.11,6048.27,two year,52,yes,no
90.9,1545.3,two year,49,no,yes
39.28,2671.04,two year,68,no,yes
109.56,657.36,month-to-month,9,no,no
69.81,2792.4,month-to-month,5,no,yes
41.12,1727.04,one year,60,yes,yes
40.49,1822.05,one year,30,no,yes
48.05,144.15,month-to-month,18,no,yes
75.86,4703.32,month-to-month,30,yes,no
42.21,84.42,month-to-month,55,yes,yes
22.24,378.08,month-to-month,37,no,yes
91.2,1094.4,month-to-month,70,no,yes
114.71,4817.82,month-to-month,37,yes,no
22.44,89.76,month-to-month,63,no,no
61.56,2893.32,one year,35,,no
23.65,165.55,month-to-month,21,no,no
104.19,1562.85,one year,18,no,no
79.3,2934.1,month-to-month,44,yes,yes
69.4,4788.6,month-to-month,31,yes,no
104.45,5744.75,month-to-month,62,no,yes
21.7,911.4,month-to-month,41,yes,no
77.78,311.12,one year,5,yes,yes
66.55,1597.2,two year,39,no,no
68.32,1503.04,two year,64,yes,no
81.19,1704.99,,22,yes,yes
74.45,670.05,one year,51,yes,no
74,4884,one year,32,yes,no
71.2,569.6,one year,11,no,yes
112.94,4065.84,month-to-month,47,,yes
58.78,293.9,one year,23,yes,no
101.12,6269.44,two year,58,yes,no
25.03,475.57,two year,14,yes,no
81.41,81.41,two year,55,no,no
76.59,2144.52,two year,3,no,yes
94.22,1601.74,month-to-month,36,yes,no
102.59,512.95,month-to-month,11,yes,no
69.19,3459.5,month-to-month,30,,no
55.95,1398.75,two year,16,no,no
70.33,4712.11,,2,no,no
109.72,7680.4,month-to-month,35,no,no
,215.08,month-to-month,2,yes,no
75.17,676.53,month-to-month,39,yes,no
78.89,3865.61,two year,56,yes,no
35.65,213.9,two year,7,no,no
,1081.2,one year,26,no,yes
98.02,6665.36,one year,37,no,no
87.36,2708.16,month-to-month,18,no,no
69.82,4049.56,month-to-month,64,no,yes
102.13,6638.45,,64,yes,no
,4633.25,month-to-month,9,yes,no
24.67,1356.85,month-to-month,61,yes,no
30.45,639.45,two year,68,yes,no
112.88,6659.92,month-to-month,26,yes,no
50.45,1563.95,two year,13,yes,yes
,1831.47,one year,38,no,yes
36.98,258.86,month-to-month,60,yes,no
63.38,443.66,two year,26,yes,yes
81.78,4825.02,two year,58,yes,yes
90.84,3088.56,two year,55,,no
116.89,2220.91,one year,58,yes,yes
28.33,1416.5,two year,49,,yes
102.65,6672.25,month-to-month,29,yes,yes
118.64,2847.36,month-to-month,9,no,no
101.18,,month-to-month,16,yes,no
